event_key,Issue Time,issue_count,first_issue,last_issue,Valid From,Valid To,warning_type,warning_text,location,warning_colour
2021-12-06 21:42:47+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-06 21:42:47+00:00,1,2021-12-06 21:42:47+00:00,2021-12-06 21:42:47+00:00,2021-12-06 21:42:47+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
"2021-12-07 05:22:23+00:00_2021-12-07 13:00:00+00:00_Orange Wind_Orange_Dublin, Louth, Meath, Wicklow",2021-12-07 05:22:23+00:00,1,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-07 13:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Dublin, Louth, Meath, Wicklow",Orange
"2021-12-07 05:22:23+00:00_2021-12-07 21:00:00+00:00_Red Wind_Red_Cork, Kerry",2021-12-07 05:22:23+00:00,1,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-07 21:00:00+00:00,Red Wind,"Storm Barra: Southwesterly winds later veering northwesterly will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Cork, Kerry",Red
2021-12-07 05:22:23+00:00_2021-12-08 01:00:00+00:00_Red Wind_Red_Clare,2021-12-07 05:22:23+00:00,1,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-08 01:00:00+00:00,Red Wind,"Storm Barra: Northwesterly winds will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Clare,Red
"2021-12-07 05:22:23+00:00_2021-12-08 06:00:00+00:00_Orange Wind_Orange_Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",2021-12-07 05:22:23+00:00,1,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-08 06:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds, later veering northwesterly will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely, with severe gusts on coasts. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",Orange
2021-12-07 05:22:23+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-07 05:22:23+00:00,1,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-07 05:22:23+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
"2021-12-07 06:57:55+00:00_2021-12-07 13:00:00+00:00_Orange Wind_Orange_Dublin, Louth, Meath, Wicklow",2021-12-07 06:57:55+00:00,1,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-07 13:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Dublin, Louth, Meath, Wicklow",Orange
"2021-12-07 06:57:55+00:00_2021-12-07 21:00:00+00:00_Red Wind_Red_Cork, Kerry",2021-12-07 06:57:55+00:00,1,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-07 21:00:00+00:00,Red Wind,"Storm Barra: Southwesterly winds later veering northwesterly will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Cork, Kerry",Red
2021-12-07 06:57:55+00:00_2021-12-08 01:00:00+00:00_Red Wind_Red_Clare,2021-12-07 06:57:55+00:00,1,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-08 01:00:00+00:00,Red Wind,"Storm Barra: Northwesterly winds will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Clare,Red
"2021-12-07 06:57:55+00:00_2021-12-08 06:00:00+00:00_Orange Wind_Orange_Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",2021-12-07 06:57:55+00:00,1,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-08 06:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds, later veering northwesterly will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely, with severe gusts on coasts. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",Orange
2021-12-07 06:57:55+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-07 06:57:55+00:00,1,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-07 06:57:55+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
"2021-12-07 09:35:08+00:00_2021-12-07 13:00:00+00:00_Orange Wind_Orange_Dublin, Louth, Meath, Wicklow",2021-12-07 09:35:08+00:00,1,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 13:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Dublin, Louth, Meath, Wicklow",Orange
"2021-12-07 09:35:08+00:00_2021-12-07 21:00:00+00:00_Red Wind_Red_Cork, Kerry",2021-12-07 09:35:08+00:00,1,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 21:00:00+00:00,Red Wind,"Storm Barra: Southwesterly winds later veering northwesterly will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Cork, Kerry",Red
2021-12-07 09:35:08+00:00_2021-12-08 01:00:00+00:00_Red Wind_Red_Clare,2021-12-07 09:35:08+00:00,1,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-08 01:00:00+00:00,Red Wind,"Storm Barra: Northwesterly winds will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Clare,Red
"2021-12-07 09:35:08+00:00_2021-12-08 06:00:00+00:00_Orange Wind_Orange_Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",2021-12-07 09:35:08+00:00,1,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-08 06:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds, later veering northwesterly will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely, with severe gusts on coasts. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",Orange
"2021-12-07 09:35:08+00:00_2021-12-08 08:00:00+00:00_Orange Wind_Orange_Leitrim, Sligo",2021-12-07 09:35:08+00:00,1,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-08 08:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Leitrim, Sligo",Orange
2021-12-07 09:35:08+00:00_2021-12-08 14:00:00+00:00_Orange Wind_Orange_Donegal,2021-12-07 09:35:08+00:00,1,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-08 14:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Donegal,Orange
2021-12-07 09:35:08+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-07 09:35:08+00:00,1,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-07 09:35:08+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
"2021-12-07 12:05:59+00:00_2021-12-07 13:00:00+00:00_Orange Wind_Orange_Dublin, Louth, Meath, Wicklow",2021-12-07 12:05:59+00:00,1,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 13:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Dublin, Louth, Meath, Wicklow",Orange
"2021-12-07 12:05:59+00:00_2021-12-07 21:00:00+00:00_Red Wind_Red_Cork, Kerry",2021-12-07 12:05:59+00:00,1,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 21:00:00+00:00,Red Wind,"Storm Barra: Southwesterly winds later veering northwesterly will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Cork, Kerry",Red
2021-12-07 12:05:59+00:00_2021-12-08 01:00:00+00:00_Red Wind_Red_Clare,2021-12-07 12:05:59+00:00,1,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-08 01:00:00+00:00,Red Wind,"Storm Barra: Northwesterly winds will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Clare,Red
"2021-12-07 12:05:59+00:00_2021-12-08 06:00:00+00:00_Orange Wind_Orange_Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",2021-12-07 12:05:59+00:00,1,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-08 06:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds, later veering northwesterly will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely, with severe gusts on coasts. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",Orange
"2021-12-07 12:05:59+00:00_2021-12-08 08:00:00+00:00_Orange Wind_Orange_Leitrim, Sligo",2021-12-07 12:05:59+00:00,1,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-08 08:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Leitrim, Sligo",Orange
2021-12-07 12:05:59+00:00_2021-12-08 14:00:00+00:00_Orange Wind_Orange_Donegal,2021-12-07 12:05:59+00:00,1,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-08 14:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Donegal,Orange
2021-12-07 12:05:59+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-07 12:05:59+00:00,1,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-07 12:05:59+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
"2021-12-07 17:40:23+00:00_2021-12-07 21:00:00+00:00_Red Wind_Red_Cork, Kerry",2021-12-07 17:40:23+00:00,1,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-07 21:00:00+00:00,Red Wind,"Storm Barra: Southwesterly winds later veering northwesterly will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Cork, Kerry",Red
2021-12-07 17:40:23+00:00_2021-12-08 01:00:00+00:00_Red Wind_Red_Clare,2021-12-07 17:40:23+00:00,1,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-08 01:00:00+00:00,Red Wind,"Storm Barra: Northwesterly winds will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Clare,Red
"2021-12-07 17:40:23+00:00_2021-12-08 06:00:00+00:00_Orange Wind_Orange_Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",2021-12-07 17:40:23+00:00,1,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-08 06:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds, later veering northwesterly will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely, with severe gusts on coasts. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",Orange
"2021-12-07 17:40:23+00:00_2021-12-08 08:00:00+00:00_Orange Wind_Orange_Leitrim, Sligo",2021-12-07 17:40:23+00:00,1,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-08 08:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Leitrim, Sligo",Orange
2021-12-07 17:40:23+00:00_2021-12-08 14:00:00+00:00_Orange Wind_Orange_Donegal,2021-12-07 17:40:23+00:00,1,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-08 14:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Donegal,Orange
2021-12-07 17:40:23+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-07 17:40:23+00:00,1,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-07 17:40:23+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
2021-12-07 21:10:15+00:00_2021-12-08 01:00:00+00:00_Red Wind_Red_Clare,2021-12-07 21:10:15+00:00,1,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-08 01:00:00+00:00,Red Wind,"Storm Barra: Northwesterly winds will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Clare,Red
"2021-12-07 21:10:15+00:00_2021-12-08 06:00:00+00:00_Orange Wind_Orange_Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",2021-12-07 21:10:15+00:00,1,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-08 06:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds, later veering northwesterly will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely, with severe gusts on coasts. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",Orange
2021-12-07 21:10:15+00:00_2021-12-08 07:00:00+00:00_Orange Wind_Orange_Dublin,2021-12-07 21:10:15+00:00,1,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-08 07:00:00+00:00,Orange Wind,"Storm Barra will bring widespread mean speeds of 60 to 80 km/h and gusts greater than 110 km/h.  Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Dublin,Orange
"2021-12-07 21:10:15+00:00_2021-12-08 08:00:00+00:00_Orange Wind_Orange_Leitrim, Sligo",2021-12-07 21:10:15+00:00,1,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-08 08:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Leitrim, Sligo",Orange
2021-12-07 21:10:15+00:00_2021-12-08 14:00:00+00:00_Orange Wind_Orange_Donegal,2021-12-07 21:10:15+00:00,1,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-08 14:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Donegal,Orange
2021-12-07 21:10:15+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-07 21:10:15+00:00,1,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-07 21:10:15+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
2021-12-08 00:19:07+00:00_2021-12-08 01:00:00+00:00_Red Wind_Red_Clare,2021-12-08 00:19:07+00:00,1,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 01:00:00+00:00,Red Wind,"Storm Barra: Northwesterly winds will reach mean speeds in excess of 80 km/h with severe or damaging gusts in excess of 130km/h. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Clare,Red
"2021-12-08 00:19:07+00:00_2021-12-08 06:00:00+00:00_Orange Wind_Orange_Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",2021-12-08 00:19:07+00:00,1,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 06:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds, later veering northwesterly will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely, with severe gusts on coasts. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",Orange
2021-12-08 00:19:07+00:00_2021-12-08 07:00:00+00:00_Orange Wind_Orange_Dublin,2021-12-08 00:19:07+00:00,1,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 07:00:00+00:00,Orange Wind,"Storm Barra will bring widespread mean speeds of 60 to 80 km/h and gusts greater than 110 km/h.  Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Dublin,Orange
"2021-12-08 00:19:07+00:00_2021-12-08 08:00:00+00:00_Orange Wind_Orange_Leitrim, Sligo",2021-12-08 00:19:07+00:00,1,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 08:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Leitrim, Sligo",Orange
2021-12-08 00:19:07+00:00_2021-12-08 14:00:00+00:00_Orange Wind_Orange_Donegal,2021-12-08 00:19:07+00:00,1,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 14:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Donegal,Orange
2021-12-08 00:19:07+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-08 00:19:07+00:00,1,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 00:19:07+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
"2021-12-08 05:34:59+00:00_2021-12-08 06:00:00+00:00_Orange Wind_Orange_Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",2021-12-08 05:34:59+00:00,1,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 06:00:00+00:00,Orange Wind,"Storm Barra: Southeasterly winds, later veering northwesterly will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely, with severe gusts on coasts. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Clare, Cork, Kerry, Limerick, Waterford, Galway, Mayo, Wexford",Orange
2021-12-08 05:34:59+00:00_2021-12-08 07:00:00+00:00_Orange Wind_Orange_Dublin,2021-12-08 05:34:59+00:00,1,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 07:00:00+00:00,Orange Wind,"Storm Barra will bring widespread mean speeds of 60 to 80 km/h and gusts greater than 110 km/h.  Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Dublin,Orange
"2021-12-08 05:34:59+00:00_2021-12-08 08:00:00+00:00_Orange Wind_Orange_Leitrim, Sligo",2021-12-08 05:34:59+00:00,1,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 08:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.","Leitrim, Sligo",Orange
2021-12-08 05:34:59+00:00_2021-12-08 14:00:00+00:00_Orange Wind_Orange_Donegal,2021-12-08 05:34:59+00:00,1,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 14:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Donegal,Orange
2021-12-08 05:34:59+00:00_2021-12-08 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-12-08 05:34:59+00:00,1,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 05:34:59+00:00,2021-12-08 18:00:00+00:00,Yellow Wind,"Storm Barra will bring widespread mean speeds of 50 to 65 km/h and gusts of 90 to 110 km/h with localised stronger winds likely. Heavy rain will also bring risks of surface flooding and, due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Ireland,Yellow
2021-12-08 09:50:52+00:00_2021-12-08 14:00:00+00:00_Orange Wind_Orange_Donegal,2021-12-08 09:50:52+00:00,1,2021-12-08 09:50:52+00:00,2021-12-08 09:50:52+00:00,2021-12-08 09:50:52+00:00,2021-12-08 14:00:00+00:00,Orange Wind,"Storm Barra: Northwesterly winds will reach mean speeds of 65 to 80 km/h with severe or damaging gusts of 100 to 130 km/h, with localised stronger winds likely. Due to a combination of high waves, storm surge and high tide, coastal flooding is expected. Disruption to power and travel are likely.",Donegal,Orange
